"CONSUMER_ID","SKU_ID","FIRST_PURCHASE_DATE","LAST_PURCHASE_DATE","PURCHASE_COUNT","IS_REPEAT"
"CONS006765","SKU004","2025-12-17","2025-12-17",1,false
"CONS006766","SKU004","2025-12-30","2025-12-30",1,false
"CONS006767","SKU004","2025-12-30","2025-12-30",1,false
"CONS006768","SKU004","2025-12-06","2025-12-06",1,false
"CONS006769","SKU004","2025-12-04","2025-12-25",2,true
"CONS006770","SKU004","2025-12-03","2025-12-03",1,false
"CONS006771","SKU004","2025-12-21","2025-12-21",1,false
"CONS006772","SKU004","2025-12-02","2025-12-02",1,false
"CONS006773","SKU004","2025-12-20","2025-12-20",1,false
"CONS006774","SKU004","2025-12-06","2025-12-06",1,false
"CONS006775","SKU004","2025-12-17","2025-12-17",1,false
"CONS006776","SKU004","2025-12-07","2025-12-07",1,false
"CONS006777","SKU004","2025-12-28","2025-12-28",1,false
"CONS006778","SKU004","2025-12-03","2025-12-03",1,false
"CONS006779","SKU004","2026-01-11","2026-01-25",1,true
"CONS006780","SKU004","2025-12-08","2025-12-08",1,false
"CONS006781","SKU004","2025-12-15","2025-12-15",1,false
"CONS006782","SKU004","2025-12-08","2025-12-08",1,false
"CONS006783","SKU004","2026-01-04","2026-01-04",1,false
"CONS006784","SKU004","2025-12-04","2025-12-04",1,false
"CONS006785","SKU004","2025-12-26","2026-01-18",1,true
"CONS006786","SKU004","2025-12-20","2025-12-20",1,false
"CONS006787","SKU004","2025-12-08","2025-12-08",1,false
"CONS006788","SKU004","2025-12-29","2025-12-29",1,false
"CONS006789","SKU004","2025-12-01","2025-12-01",1,false
"CONS006790","SKU004","2026-01-03","2026-01-03",1,false
"CONS006791","SKU004","2025-12-21","2025-12-21",1,false
"CONS006792","SKU004","2026-01-06","2026-01-06",1,false
"CONS006793","SKU004","2026-01-07","2026-01-18",2,true
"CONS006794","SKU004","2025-12-19","2025-12-19",1,false
"CONS006795","SKU004","2025-12-16","2025-12-16",1,false
"CONS006796","SKU004","2026-01-08","2026-01-22",2,true
"CONS006797","SKU004","2025-12-10","2025-12-10",1,false
"CONS006798","SKU004","2026-01-10","2026-01-10",1,false
"CONS006799","SKU004","2025-12-18","2025-12-18",1,false
"CONS006800","SKU004","2025-12-15","2025-12-15",1,false
"CONS006801","SKU004","2026-01-09","2026-01-09",1,false
"CONS006802","SKU004","2025-12-10","2025-12-10",1,false
"CONS006803","SKU004","2025-12-24","2025-12-24",1,false
"CONS006804","SKU004","2026-01-11","2026-01-11",1,false
"CONS006805","SKU004","2026-01-02","2026-01-27",1,true
"CONS006806","SKU004","2025-12-29","2026-01-24",1,true
"CONS006807","SKU004","2025-12-07","2025-12-07",1,false
"CONS006808","SKU004","2025-12-21","2025-12-21",1,false
"CONS006809","SKU004","2025-12-07","2025-12-07",1,false
"CONS006810","SKU004","2025-12-27","2025-12-27",1,false
"CONS006811","SKU004","2025-12-21","2026-01-16",2,true
"CONS006812","SKU004","2025-12-17","2025-12-17",1,false
"CONS006813","SKU004","2025-12-27","2026-01-09",1,true
"CONS006814","SKU004","2025-12-02","2025-12-28",2,true
"CONS006815","SKU004","2025-12-04","2025-12-04",1,false
"CONS006816","SKU004","2026-01-01","2026-01-01",1,false
"CONS006817","SKU004","2025-12-10","2025-12-24",2,true
"CONS006818","SKU004","2025-12-23","2025-12-23",1,false
"CONS006819","SKU004","2025-12-19","2026-01-04",2,true
"CONS006820","SKU004","2025-12-03","2025-12-19",2,true
"CONS006821","SKU004","2025-12-17","2025-12-31",2,true
"CONS006822","SKU004","2025-12-27","2025-12-27",1,false
"CONS006823","SKU004","2026-01-03","2026-01-03",1,false
"CONS006824","SKU004","2025-12-13","2025-12-13",1,false
"CONS006825","SKU004","2026-01-07","2026-01-07",1,false
"CONS006826","SKU004","2025-12-16","2025-12-16",1,false
"CONS006827","SKU004","2025-12-16","2025-12-16",1,false
"CONS006828","SKU004","2025-12-09","2025-12-09",1,false
"CONS006829","SKU004","2025-12-23","2026-01-08",1,true
"CONS006830","SKU004","2025-12-27","2025-12-27",1,false
"CONS006831","SKU004","2026-01-05","2026-01-05",1,false
"CONS006832","SKU004","2025-12-27","2025-12-27",1,false
"CONS006833","SKU004","2026-01-05","2026-01-05",1,false
"CONS006834","SKU004","2025-12-16","2025-12-16",1,false
"CONS006835","SKU004","2025-12-10","2025-12-10",1,false
"CONS006836","SKU004","2026-01-03","2026-01-20",2,true
"CONS006837","SKU004","2025-12-28","2025-12-28",1,false
"CONS006838","SKU004","2025-12-02","2025-12-02",1,false
"CONS006839","SKU004","2025-12-14","2025-12-14",1,false
"CONS006840","SKU004","2025-12-03","2025-12-03",1,false
"CONS006841","SKU004","2025-12-31","2026-01-07",1,true
"CONS006842","SKU004","2025-12-05","2025-12-05",1,false
"CONS006843","SKU004","2026-01-01","2026-01-09",1,true
"CONS006844","SKU004","2025-12-06","2025-12-06",1,false
"CONS006845","SKU004","2025-12-11","2025-12-11",1,false
"CONS006846","SKU004","2025-12-11","2025-12-11",1,false
"CONS006847","SKU004","2025-12-18","2025-12-18",1,false
"CONS006848","SKU004","2025-12-08","2025-12-23",2,true
"CONS006849","SKU004","2025-12-31","2025-12-31",1,false
"CONS006850","SKU004","2025-12-21","2025-12-21",1,false
"CONS006851","SKU004","2026-01-01","2026-01-01",1,false
"CONS006852","SKU004","2025-12-20","2025-12-20",1,false
"CONS006853","SKU004","2025-12-20","2025-12-20",1,false
"CONS006854","SKU004","2025-12-15","2025-12-23",1,true
"CONS006855","SKU004","2026-01-08","2026-01-08",1,false
"CONS006856","SKU004","2025-12-31","2025-12-31",1,false
"CONS006857","SKU004","2025-12-31","2025-12-31",1,false
"CONS006858","SKU004","2026-01-07","2026-01-07",1,false
"CONS006859","SKU004","2025-12-10","2025-12-10",1,false
"CONS006860","SKU004","2025-12-05","2025-12-31",1,true
"CONS006861","SKU004","2025-12-17","2025-12-17",1,false
"CONS006862","SKU004","2025-12-05","2025-12-23",2,true
"CONS006863","SKU004","2025-12-03","2025-12-03",1,false
"CONS006864","SKU004","2025-12-31","2025-12-31",1,false
"CONS006865","SKU004","2026-01-10","2026-01-21",1,true
"CONS006866","SKU004","2026-01-09","2026-01-09",1,false
"CONS006867","SKU004","2026-01-04","2026-01-04",1,false
"CONS006868","SKU004","2026-01-11","2026-01-11",1,false
"CONS006869","SKU004","2025-12-18","2026-01-10",2,true
"CONS006870","SKU004","2026-01-07","2026-01-25",1,true
"CONS006871","SKU004","2025-12-03","2025-12-03",1,false
"CONS006872","SKU004","2026-01-10","2026-01-10",1,false
"CONS006873","SKU004","2026-01-10","2026-01-10",1,false
"CONS006874","SKU004","2026-01-03","2026-01-03",1,false
"CONS006875","SKU004","2025-12-11","2025-12-11",1,false
"CONS006876","SKU004","2025-12-11","2025-12-29",2,true
"CONS006877","SKU004","2025-12-20","2025-12-20",1,false
"CONS006878","SKU004","2025-12-15","2025-12-15",1,false
"CONS006879","SKU004","2025-12-27","2025-12-27",1,false
"CONS006880","SKU004","2025-12-11","2025-12-11",1,false
"CONS006881","SKU004","2025-12-11","2026-01-03",1,true
"CONS006882","SKU004","2026-01-02","2026-01-02",1,false
"CONS006883","SKU004","2025-12-31","2025-12-31",1,false
"CONS006884","SKU004","2026-01-09","2026-01-09",1,false
"CONS006885","SKU004","2025-12-12","2025-12-12",1,false
"CONS006886","SKU004","2025-12-26","2025-12-26",1,false
"CONS006887","SKU004","2026-01-01","2026-01-01",1,false
"CONS006888","SKU004","2026-01-06","2026-01-23",2,true
"CONS006889","SKU004","2025-12-03","2025-12-03",1,false
"CONS006890","SKU004","2025-12-08","2026-01-02",1,true
"CONS006891","SKU004","2025-12-16","2025-12-16",1,false
"CONS006892","SKU004","2025-12-22","2025-12-22",1,false
"CONS006893","SKU004","2026-01-08","2026-01-08",1,false
"CONS006894","SKU004","2026-01-04","2026-01-04",1,false
"CONS006895","SKU004","2025-12-27","2025-12-27",1,false
"CONS006896","SKU004","2025-12-07","2025-12-07",1,false
"CONS006897","SKU004","2025-12-11","2025-12-18",1,true
"CONS006898","SKU004","2025-12-27","2025-12-27",1,false
"CONS006899","SKU004","2025-12-27","2025-12-27",1,false
"CONS006900","SKU004","2025-12-27","2025-12-27",1,false
"CONS006901","SKU004","2026-01-01","2026-01-20",1,true
"CONS006902","SKU004","2025-12-07","2025-12-07",1,false
"CONS006903","SKU004","2026-01-09","2026-01-09",1,false
"CONS006904","SKU004","2025-12-23","2025-12-23",1,false
"CONS006905","SKU004","2025-12-18","2026-01-03",2,true
"CONS006906","SKU004","2025-12-20","2025-12-20",1,false
"CONS006907","SKU004","2025-12-05","2025-12-05",1,false
"CONS006908","SKU004","2026-01-03","2026-01-28",2,true
"CONS006909","SKU004","2025-12-18","2025-12-18",1,false
"CONS006910","SKU004","2026-01-07","2026-01-07",1,false
"CONS006911","SKU004","2025-12-09","2025-12-19",2,true
"CONS006912","SKU004","2025-12-10","2025-12-24",1,true
"CONS006913","SKU004","2026-01-01","2026-01-19",2,true
"CONS006914","SKU004","2026-01-03","2026-01-03",1,false
"CONS006915","SKU004","2026-01-04","2026-01-04",1,false
"CONS006916","SKU004","2025-12-17","2025-12-17",1,false
"CONS006917","SKU004","2025-12-22","2025-12-22",1,false
"CONS006918","SKU004","2025-12-05","2025-12-05",1,false
"CONS006919","SKU004","2025-12-11","2025-12-11",1,false
"CONS006920","SKU004","2025-12-10","2025-12-10",1,false
"CONS006921","SKU004","2025-12-28","2026-01-07",1,true
"CONS006922","SKU004","2025-12-09","2025-12-26",2,true
"CONS006923","SKU004","2025-12-22","2025-12-22",1,false
"CONS006924","SKU004","2025-12-09","2025-12-09",1,false
"CONS006925","SKU004","2025-12-31","2026-01-14",2,true
"CONS006926","SKU004","2025-12-16","2026-01-11",1,true
"CONS006927","SKU004","2026-01-02","2026-01-02",1,false
"CONS006928","SKU004","2025-12-26","2025-12-26",1,false
"CONS006929","SKU004","2025-12-26","2025-12-26",1,false
"CONS006930","SKU004","2025-12-01","2025-12-01",1,false
"CONS006931","SKU004","2026-01-05","2026-01-20",1,true
"CONS006932","SKU004","2025-12-24","2026-01-12",2,true
"CONS006933","SKU004","2026-01-11","2026-01-11",1,false
"CONS006934","SKU004","2025-12-22","2026-01-08",1,true
"CONS006935","SKU004","2025-12-26","2025-12-26",1,false
"CONS006936","SKU004","2026-01-01","2026-01-01",1,false
"CONS006937","SKU004","2025-12-18","2025-12-18",1,false
"CONS006938","SKU004","2025-12-12","2025-12-12",1,false
"CONS006939","SKU004","2025-12-23","2025-12-23",1,false
"CONS006940","SKU004","2026-01-05","2026-01-05",1,false
"CONS006941","SKU004","2026-01-10","2026-01-10",1,false
"CONS006942","SKU004","2025-12-17","2025-12-17",1,false
"CONS006943","SKU004","2025-12-24","2025-12-24",1,false
"CONS006944","SKU004","2026-01-11","2026-01-11",1,false
"CONS006945","SKU004","2025-12-06","2025-12-06",1,false
"CONS006946","SKU004","2025-12-31","2025-12-31",1,false
"CONS006947","SKU004","2025-12-19","2025-12-19",1,false
"CONS006948","SKU004","2025-12-19","2025-12-19",1,false
"CONS006949","SKU004","2025-12-14","2025-12-14",1,false
"CONS006950","SKU004","2025-12-23","2025-12-23",1,false
"CONS006951","SKU004","2025-12-11","2025-12-11",1,false
"CONS006952","SKU004","2025-12-07","2025-12-07",1,false
"CONS006953","SKU004","2025-12-29","2025-12-29",1,false
"CONS006954","SKU004","2025-12-14","2026-01-01",2,true
"CONS006955","SKU004","2025-12-02","2025-12-02",1,false
"CONS006956","SKU004","2025-12-04","2025-12-04",1,false
"CONS006957","SKU004","2025-12-22","2025-12-30",2,true
"CONS006958","SKU004","2025-12-09","2025-12-09",1,false
"CONS006959","SKU004","2025-12-03","2025-12-03",1,false
"CONS006960","SKU004","2025-12-05","2025-12-05",1,false
"CONS006961","SKU004","2025-12-03","2025-12-03",1,false
"CONS006962","SKU004","2026-01-05","2026-01-12",1,true
"CONS006963","SKU004","2025-12-25","2025-12-25",1,false
"CONS006964","SKU004","2025-12-05","2025-12-05",1,false
"CONS006965","SKU004","2026-01-11","2026-01-11",1,false
"CONS006966","SKU004","2025-12-23","2025-12-23",1,false
"CONS006967","SKU004","2025-12-15","2025-12-15",1,false
"CONS006968","SKU004","2025-12-25","2025-12-25",1,false
"CONS006969","SKU004","2025-12-18","2025-12-18",1,false
"CONS006970","SKU004","2025-12-01","2025-12-01",1,false
"CONS006971","SKU004","2025-12-12","2025-12-12",1,false
"CONS006972","SKU004","2025-12-14","2025-12-31",1,true
"CONS006973","SKU004","2025-12-23","2026-01-15",1,true
"CONS006974","SKU004","2025-12-03","2025-12-03",1,false
"CONS006975","SKU004","2026-01-03","2026-01-03",1,false
"CONS006976","SKU004","2025-12-27","2025-12-27",1,false
"CONS006977","SKU004","2025-12-05","2025-12-05",1,false
"CONS006978","SKU004","2026-01-10","2026-01-10",1,false
"CONS006979","SKU004","2025-12-17","2025-12-17",1,false
"CONS006980","SKU004","2025-12-25","2025-12-25",1,false
"CONS006981","SKU004","2026-01-06","2026-01-06",1,false
"CONS006982","SKU004","2026-01-02","2026-01-23",2,true
"CONS006983","SKU004","2025-12-30","2025-12-30",1,false
"CONS006984","SKU004","2026-01-09","2026-01-28",2,true
"CONS006985","SKU004","2025-12-28","2025-12-28",1,false
"CONS006986","SKU004","2026-01-05","2026-01-26",1,true
"CONS006987","SKU004","2026-01-11","2026-01-11",1,false
"CONS006988","SKU004","2025-12-13","2025-12-13",1,false
"CONS006989","SKU004","2025-12-17","2025-12-17",1,false
"CONS006990","SKU004","2025-12-27","2025-12-27",1,false
"CONS006991","SKU004","2026-01-05","2026-01-05",1,false
"CONS006992","SKU004","2026-01-10","2026-01-27",1,true
"CONS006993","SKU004","2025-12-11","2025-12-11",1,false
"CONS006994","SKU004","2025-12-29","2025-12-29",1,false
"CONS006995","SKU004","2025-12-10","2025-12-10",1,false
"CONS006996","SKU004","2025-12-01","2025-12-01",1,false
"CONS006997","SKU004","2025-12-23","2025-12-23",1,false
"CONS006998","SKU004","2025-12-18","2026-01-09",1,true
"CONS006999","SKU004","2025-12-11","2025-12-24",1,true
"CONS007000","SKU004","2025-12-30","2025-12-30",1,false
"CONS007001","SKU004","2026-01-05","2026-01-05",1,false
"CONS007002","SKU004","2026-01-10","2026-01-21",1,true
"CONS007003","SKU004","2026-01-10","2026-01-10",1,false
"CONS007004","SKU004","2026-01-11","2026-01-11",1,false
"CONS007005","SKU004","2025-12-23","2026-01-10",2,true
"CONS007006","SKU004","2025-12-31","2025-12-31",1,false
"CONS007007","SKU004","2026-01-01","2026-01-14",2,true
"CONS007008","SKU004","2026-01-04","2026-01-04",1,false
"CONS007009","SKU004","2026-01-05","2026-01-05",1,false
"CONS007010","SKU004","2025-12-19","2025-12-19",1,false
"CONS007011","SKU004","2025-12-23","2025-12-23",1,false
"CONS007012","SKU004","2025-12-15","2025-12-15",1,false
"CONS007013","SKU004","2025-12-21","2025-12-21",1,false
"CONS007014","SKU004","2025-12-07","2025-12-07",1,false
"CONS007015","SKU004","2026-01-02","2026-01-27",1,true
"CONS007016","SKU004","2025-12-04","2025-12-24",1,true
"CONS007017","SKU004","2025-12-03","2025-12-03",1,false
"CONS007018","SKU004","2026-01-06","2026-01-06",1,false
"CONS007019","SKU004","2025-12-16","2025-12-16",1,false
"CONS007020","SKU004","2025-12-10","2025-12-10",1,false
"CONS007021","SKU004","2026-01-06","2026-01-27",2,true
"CONS007022","SKU004","2026-01-03","2026-01-17",2,true
"CONS007023","SKU004","2026-01-08","2026-01-08",1,false
"CONS007024","SKU004","2026-01-09","2026-01-30",1,true
"CONS007025","SKU004","2025-12-29","2025-12-29",1,false
"CONS007026","SKU004","2026-01-06","2026-01-25",2,true
"CONS007027","SKU004","2025-12-30","2025-12-30",1,false
"CONS007028","SKU004","2025-12-16","2025-12-16",1,false
"CONS007029","SKU004","2025-12-02","2025-12-22",1,true
"CONS007030","SKU004","2026-01-10","2026-01-10",1,false
"CONS007031","SKU004","2025-12-20","2026-01-15",2,true
"CONS007032","SKU004","2026-01-01","2026-01-01",1,false
"CONS007033","SKU004","2026-01-08","2026-02-02",1,true
"CONS007034","SKU004","2025-12-03","2025-12-03",1,false
"CONS007035","SKU004","2025-12-07","2025-12-17",1,true
"CONS007036","SKU004","2025-12-23","2025-12-23",1,false
"CONS007037","SKU004","2026-01-09","2026-01-26",2,true
"CONS007038","SKU004","2026-01-01","2026-01-01",1,false
"CONS007039","SKU004","2025-12-13","2025-12-25",1,true
"CONS007040","SKU004","2025-12-27","2026-01-13",1,true
"CONS007041","SKU004","2025-12-08","2025-12-08",1,false
"CONS007042","SKU004","2026-01-05","2026-01-05",1,false
"CONS007043","SKU004","2026-01-09","2026-01-31",2,true
"CONS007044","SKU004","2025-12-26","2025-12-26",1,false
"CONS007045","SKU004","2025-12-17","2025-12-17",1,false
"CONS007046","SKU004","2026-01-01","2026-01-01",1,false
"CONS007047","SKU004","2025-12-14","2025-12-14",1,false
"CONS007048","SKU004","2025-12-06","2025-12-06",1,false
"CONS007049","SKU004","2025-12-07","2025-12-14",2,true
"CONS007050","SKU004","2025-12-05","2025-12-18",2,true
"CONS007051","SKU004","2025-12-19","2025-12-19",1,false
"CONS007052","SKU004","2025-12-30","2026-01-13",2,true
"CONS007053","SKU004","2025-12-03","2025-12-03",1,false
"CONS007054","SKU004","2026-01-05","2026-01-22",1,true
"CONS007055","SKU004","2026-01-03","2026-01-03",1,false
"CONS007056","SKU004","2025-12-05","2025-12-16",2,true
"CONS007057","SKU004","2026-01-08","2026-02-03",1,true
"CONS007058","SKU004","2025-12-17","2025-12-17",1,false
"CONS007059","SKU004","2026-01-06","2026-01-27",1,true
"CONS007060","SKU004","2025-12-28","2025-12-28",1,false
"CONS007061","SKU004","2025-12-25","2025-12-25",1,false
"CONS007062","SKU004","2026-01-08","2026-01-08",1,false
"CONS007063","SKU004","2025-12-11","2025-12-11",1,false
"CONS007064","SKU004","2025-12-16","2025-12-16",1,false
"CONS007065","SKU004","2025-12-07","2025-12-07",1,false
"CONS007066","SKU004","2025-12-11","2026-01-06",2,true
"CONS007067","SKU004","2025-12-20","2025-12-20",1,false
"CONS007068","SKU004","2025-12-04","2025-12-19",2,true
"CONS007069","SKU004","2025-12-23","2026-01-14",2,true
"CONS007070","SKU004","2025-12-03","2025-12-03",1,false
"CONS007071","SKU004","2025-12-31","2025-12-31",1,false
"CONS007072","SKU004","2026-01-07","2026-01-07",1,false
"CONS007073","SKU004","2026-01-10","2026-01-10",1,false
"CONS007074","SKU004","2025-12-13","2025-12-13",1,false
"CONS007075","SKU004","2026-01-03","2026-01-03",1,false
"CONS007076","SKU004","2026-01-09","2026-01-09",1,false
"CONS007077","SKU004","2025-12-07","2025-12-07",1,false
"CONS007078","SKU004","2026-01-09","2026-01-09",1,false
"CONS007079","SKU004","2025-12-01","2025-12-01",1,false
"CONS007080","SKU004","2025-12-27","2025-12-27",1,false
"CONS007081","SKU004","2026-01-01","2026-01-01",1,false
"CONS007082","SKU004","2025-12-10","2025-12-10",1,false
"CONS007083","SKU004","2025-12-24","2025-12-24",1,false
"CONS007084","SKU004","2026-01-05","2026-01-28",2,true
"CONS007085","SKU004","2025-12-01","2025-12-01",1,false
"CONS007086","SKU004","2025-12-19","2025-12-19",1,false
"CONS007087","SKU004","2025-12-11","2026-01-03",2,true
"CONS007088","SKU004","2025-12-16","2025-12-16",1,false
"CONS007089","SKU004","2025-12-17","2025-12-17",1,false
"CONS007090","SKU004","2025-12-01","2025-12-01",1,false
"CONS007091","SKU004","2025-12-24","2025-12-24",1,false
"CONS007092","SKU004","2025-12-05","2025-12-05",1,false
"CONS007093","SKU004","2026-01-08","2026-01-08",1,false
"CONS007094","SKU004","2025-12-12","2026-01-07",2,true
"CONS007095","SKU004","2026-01-10","2026-01-31",2,true
"CONS007096","SKU004","2025-12-09","2025-12-27",2,true
"CONS007097","SKU004","2025-12-09","2025-12-09",1,false
"CONS007098","SKU004","2026-01-08","2026-01-08",1,false
"CONS007099","SKU004","2026-01-01","2026-01-01",1,false
"CONS007100","SKU004","2026-01-06","2026-01-06",1,false
"CONS007101","SKU004","2025-12-16","2025-12-16",1,false
"CONS007102","SKU004","2025-12-02","2025-12-02",1,false
"CONS007103","SKU004","2025-12-02","2025-12-02",1,false
"CONS007104","SKU004","2025-12-28","2025-12-28",1,false
"CONS007105","SKU004","2025-12-01","2025-12-09",2,true
"CONS007106","SKU004","2025-12-26","2025-12-26",1,false
"CONS007107","SKU004","2025-12-27","2025-12-27",1,false
"CONS007108","SKU004","2025-12-27","2026-01-11",2,true
"CONS007109","SKU004","2026-01-04","2026-01-11",1,true
"CONS007110","SKU004","2025-12-15","2025-12-26",1,true
"CONS007111","SKU004","2025-12-05","2025-12-05",1,false
"CONS007112","SKU004","2025-12-30","2025-12-30",1,false
"CONS007113","SKU004","2025-12-25","2025-12-25",1,false
"CONS007114","SKU004","2026-01-04","2026-01-04",1,false
"CONS007115","SKU004","2026-01-10","2026-01-19",2,true
"CONS007116","SKU004","2026-01-08","2026-01-08",1,false
"CONS007117","SKU004","2025-12-11","2025-12-24",1,true
"CONS007118","SKU004","2025-12-10","2025-12-10",1,false
"CONS007119","SKU004","2026-01-06","2026-01-06",1,false
"CONS007120","SKU004","2026-01-03","2026-01-13",1,true
"CONS007121","SKU004","2025-12-26","2025-12-26",1,false
"CONS007122","SKU004","2025-12-28","2026-01-23",2,true
"CONS007123","SKU004","2025-12-22","2025-12-30",2,true
"CONS007124","SKU004","2026-01-10","2026-01-10",1,false
"CONS007125","SKU004","2026-01-05","2026-01-05",1,false
"CONS007126","SKU004","2025-12-01","2025-12-01",1,false
"CONS007127","SKU004","2025-12-02","2025-12-02",1,false
"CONS007128","SKU004","2025-12-15","2025-12-24",2,true
"CONS007129","SKU004","2026-01-11","2026-01-25",1,true
"CONS007130","SKU004","2025-12-18","2025-12-18",1,false
"CONS007131","SKU004","2026-01-11","2026-02-01",2,true
"CONS007132","SKU004","2025-12-12","2026-01-01",2,true
"CONS007133","SKU004","2026-01-07","2026-01-07",1,false
"CONS007134","SKU004","2025-12-10","2025-12-10",1,false
"CONS007135","SKU004","2025-12-11","2025-12-11",1,false
"CONS007136","SKU004","2026-01-09","2026-01-09",1,false
"CONS007137","SKU004","2025-12-02","2025-12-02",1,false
"CONS007138","SKU004","2026-01-09","2026-01-09",1,false
"CONS007139","SKU004","2026-01-02","2026-01-02",1,false
"CONS007140","SKU004","2025-12-31","2026-01-24",2,true
"CONS007141","SKU004","2025-12-16","2025-12-16",1,false
"CONS007142","SKU004","2025-12-03","2025-12-22",1,true
"CONS007143","SKU004","2025-12-04","2025-12-26",2,true
"CONS007144","SKU004","2025-12-23","2025-12-23",1,false
"CONS007145","SKU004","2025-12-25","2026-01-11",1,true
"CONS007146","SKU004","2025-12-16","2026-01-10",1,true
"CONS007147","SKU004","2025-12-02","2025-12-02",1,false
"CONS007148","SKU004","2026-01-09","2026-01-09",1,false
"CONS007149","SKU004","2025-12-04","2025-12-04",1,false
"CONS007150","SKU004","2025-12-22","2026-01-08",2,true
"CONS007151","SKU004","2025-12-07","2025-12-07",1,false
"CONS007152","SKU004","2025-12-25","2026-01-01",2,true
"CONS007153","SKU004","2025-12-25","2025-12-25",1,false
"CONS007154","SKU004","2026-01-02","2026-01-02",1,false
"CONS007155","SKU004","2025-12-04","2025-12-04",1,false
"CONS007156","SKU004","2025-12-23","2025-12-23",1,false
"CONS007157","SKU004","2026-01-01","2026-01-01",1,false
"CONS007158","SKU004","2025-12-18","2025-12-18",1,false
"CONS007159","SKU004","2026-01-08","2026-01-08",1,false
"CONS007160","SKU004","2026-01-02","2026-01-02",1,false
"CONS007161","SKU004","2025-12-23","2025-12-31",2,true
"CONS007162","SKU004","2025-12-21","2025-12-21",1,false
"CONS007163","SKU004","2025-12-15","2025-12-15",1,false
"CONS007164","SKU004","2025-12-06","2025-12-23",1,true
"CONS007165","SKU004","2025-12-04","2025-12-28",2,true
"CONS007166","SKU004","2025-12-25","2026-01-18",1,true
"CONS007167","SKU004","2026-01-05","2026-01-05",1,false
"CONS007168","SKU004","2025-12-10","2025-12-10",1,false
"CONS007169","SKU004","2025-12-14","2025-12-14",1,false
"CONS007170","SKU004","2026-01-01","2026-01-01",1,false
"CONS007171","SKU004","2025-12-23","2025-12-23",1,false
"CONS007172","SKU004","2025-12-23","2026-01-14",1,true
"CONS007173","SKU004","2025-12-09","2025-12-23",1,true
"CONS007174","SKU004","2026-01-06","2026-01-06",1,false
"CONS007175","SKU004","2026-01-07","2026-01-07",1,false
"CONS007176","SKU004","2026-01-02","2026-01-02",1,false
"CONS007177","SKU004","2026-01-07","2026-01-24",2,true
"CONS007178","SKU004","2025-12-04","2025-12-04",1,false
"CONS007179","SKU004","2025-12-06","2025-12-17",2,true
"CONS007180","SKU004","2025-12-07","2025-12-31",2,true
"CONS007181","SKU004","2025-12-11","2025-12-28",1,true
"CONS007182","SKU004","2025-12-04","2025-12-04",1,false
"CONS007183","SKU004","2025-12-05","2025-12-27",1,true
"CONS007184","SKU004","2026-01-11","2026-01-11",1,false
"CONS007185","SKU004","2025-12-06","2025-12-31",1,true
"CONS007186","SKU004","2025-12-14","2026-01-06",2,true
"CONS007187","SKU004","2025-12-05","2025-12-05",1,false
"CONS007188","SKU004","2025-12-26","2026-01-18",1,true
"CONS007189","SKU004","2026-01-11","2026-01-20",2,true
"CONS007190","SKU004","2025-12-22","2025-12-22",1,false
"CONS007191","SKU004","2025-12-17","2025-12-17",1,false
"CONS007192","SKU004","2025-12-20","2025-12-20",1,false
"CONS007193","SKU004","2026-01-06","2026-01-06",1,false
"CONS007194","SKU004","2025-12-02","2025-12-09",1,true
"CONS007195","SKU004","2026-01-04","2026-01-04",1,false
"CONS007196","SKU004","2025-12-27","2025-12-27",1,false
"CONS007197","SKU004","2025-12-29","2025-12-29",1,false
"CONS007198","SKU004","2025-12-15","2025-12-15",1,false
"CONS007199","SKU004","2026-01-04","2026-01-04",1,false
"CONS007200","SKU004","2025-12-22","2025-12-22",1,false
"CONS007201","SKU004","2025-12-24","2026-01-05",1,true
"CONS007202","SKU004","2025-12-03","2025-12-03",1,false
"CONS007203","SKU004","2026-01-02","2026-01-02",1,false
"CONS007204","SKU004","2026-01-06","2026-01-06",1,false
"CONS007205","SKU004","2025-12-28","2025-12-28",1,false
"CONS007206","SKU004","2025-12-31","2025-12-31",1,false
"CONS007207","SKU004","2025-12-25","2025-12-25",1,false
"CONS007208","SKU004","2026-01-03","2026-01-03",1,false
"CONS007209","SKU004","2025-12-27","2025-12-27",1,false
"CONS007210","SKU004","2025-12-08","2025-12-18",1,true
"CONS007211","SKU004","2025-12-14","2025-12-14",1,false
"CONS007212","SKU004","2025-12-04","2025-12-30",2,true
"CONS007213","SKU004","2025-12-19","2025-12-19",1,false
"CONS007214","SKU004","2025-12-09","2025-12-09",1,false
"CONS007215","SKU004","2026-01-11","2026-01-11",1,false
"CONS007216","SKU004","2025-12-11","2025-12-29",2,true
"CONS007217","SKU004","2025-12-22","2025-12-22",1,false
"CONS007218","SKU004","2025-12-09","2025-12-09",1,false
"CONS007219","SKU004","2026-01-05","2026-01-14",1,true
"CONS007220","SKU004","2025-12-01","2025-12-01",1,false
"CONS007221","SKU004","2026-01-05","2026-01-12",1,true
"CONS007222","SKU004","2025-12-14","2025-12-14",1,false
"CONS007223","SKU004","2025-12-27","2025-12-27",1,false
"CONS007224","SKU004","2025-12-22","2025-12-22",1,false
"CONS007225","SKU004","2025-12-18","2025-12-18",1,false
"CONS007226","SKU004","2026-01-07","2026-01-07",1,false
"CONS007227","SKU004","2026-01-07","2026-01-26",1,true
"CONS007228","SKU004","2025-12-22","2026-01-03",2,true
